latitude,longitude,BCCMASS,CH4_column_volume_mixing_ratio_dry_air_bias_corrected,CO_column_number_density,DUCMASS,NO2_column_number_density,O3_column_number_density,SO2_column_number_density,absorbing_aerosol_index,tropospheric_HCHO_column_number_density
18.085197978254623,83.65608952046149,5.6325652622035705e-06,1939.8750433963455,0.04758349023575032,4.587607327266596e-05,5.546856840235427e-05,0.11255216629649138,0.00018346519659303474,-0.5183031208893504,0.00015055699137733235
18.085197978254623,83.6660895204615,5.6325652622035705e-06,1939.8750433963455,0.04758349023575032,4.587607327266596e-05,5.546856840235427e-05,0.11255216629649138,0.00018346519659303474,-0.5183031208893504,0.00015055699137733235
18.085197978254623,83.6760895204615,5.6325652622035705e-06,1939.8750433963455,0.04758349023575032,4.587607327266596e-05,5.546856840235427e-05,0.11255216629649138,0.00018346519659303474,-0.5183031208893504,0.00015055699137733235
18.095197978254625,83.64608952046149,5.6325652622035705e-06,1939.8750433963455,0.04758349023575032,4.587607327266596e-05,5.546856840235427e-05,0.11255216629649138,0.00018346519659303474,-0.5183031208893504,0.00015055699137733235
18.095197978254625,83.65608952046149,5.6325652622035705e-06,1939.8750433963455,0.04758349023575032,4.587607327266596e-05,5.546856840235427e-05,0.11255216629649138,0.00018346519659303474,-0.5183031208893504,0.00015055699137733235
18.095197978254625,83.6660895204615,5.6325652622035705e-06,1939.8750433963455,0.04758349023575032,4.587607327266596e-05,5.546856840235427e-05,0.11255216629649138,0.00018346519659303474,-0.5183031208893504,0.00015055699137733235
18.095197978254625,83.6760895204615,5.6325652622035705e-06,1939.8750433963455,0.04758349023575032,4.587607327266596e-05,5.546856840235427e-05,0.11255216629649138,0.00018346519659303474,-0.5183031208893504,0.00015055699137733235
18.095197978254625,83.68608952046151,5.6325652622035705e-06,1939.8750433963455,0.04758349023575032,4.587607327266596e-05,5.546856840235427e-05,0.11255216629649138,0.00018346519659303474,-0.5183031208893504,0.00015055699137733235
18.105197978254626,83.62608952046148,5.6325652622035705e-06,1942.060889208404,0.04662398865667271,4.587607327266596e-05,5.8902248965533566e-05,0.11239372050471107,0.00014499650145346406,-0.4480373325589966,0.00015239571179277386
18.105197978254626,83.63608952046148,5.6325652622035705e-06,1939.8750433963455,0.04758349023575032,4.587607327266596e-05,5.546856840235427e-05,0.11255216629649138,0.00018346519659303474,-0.5183031208893504,0.00015055699137733235
18.105197978254626,83.64608952046149,5.6325652622035705e-06,1939.8750433963455,0.04758349023575032,4.587607327266596e-05,5.546856840235427e-05,0.11255216629649138,0.00018346519659303474,-0.5183031208893504,0.00015055699137733235
18.105197978254626,83.65608952046149,5.6325652622035705e-06,1939.8750433963455,0.04758349023575032,4.587607327266596e-05,5.546856840235427e-05,0.11255216629649138,0.00018346519659303474,-0.5183031208893504,0.00015055699137733235
18.105197978254626,83.6660895204615,5.6325652622035705e-06,1939.8750433963455,0.04758349023575032,4.587607327266596e-05,5.546856840235427e-05,0.11255216629649138,0.00018346519659303474,-0.5183031208893504,0.00015055699137733235
18.105197978254626,83.6760895204615,5.6325652622035705e-06,1939.8750433963455,0.04758349023575032,4.587607327266596e-05,5.546856840235427e-05,0.11255216629649138,0.00018346519659303474,-0.5183031208893504,0.00015055699137733235
18.105197978254626,83.68608952046151,5.6325652622035705e-06,1939.8750433963455,0.04758349023575032,4.587607327266596e-05,5.546856840235427e-05,0.11255216629649138,0.00018346519659303474,-0.5183031208893504,0.00015055699137733235
18.105197978254626,83.69608952046151,5.6325652622035705e-06,1939.8750433963455,0.04758349023575032,4.587607327266596e-05,5.546856840235427e-05,0.11255216629649138,0.00018346519659303474,-0.5183031208893504,0.00015055699137733235
18.105197978254626,83.70608952046152,5.6325652622035705e-06,1939.8750433963455,0.04758349023575032,4.587607327266596e-05,5.546856840235427e-05,0.11255216629649138,0.00018346519659303474,-0.5183031208893504,0.00015055699137733235
18.115197978254628,83.61608952046147,5.6325652622035705e-06,1942.060889208404,0.04662398865667271,4.587607327266596e-05,5.8902248965533566e-05,0.11239372050471107,0.00014499650145346406,-0.4480373325589966,0.00015239571179277386
18.115197978254628,83.62608952046148,5.6325652622035705e-06,1942.060889208404,0.04662398865667271,4.587607327266596e-05,5.8902248965533566e-05,0.11239372050471107,0.00014499650145346406,-0.4480373325589966,0.00015239571179277386
18.115197978254628,83.63608952046148,5.6325652622035705e-06,1939.8750433963455,0.04758349023575032,4.587607327266596e-05,5.546856840235427e-05,0.11255216629649138,0.00018346519659303474,-0.5183031208893504,0.00015055699137733235
18.115197978254628,83.64608952046149,5.6325652622035705e-06,1939.8750433963455,0.04758349023575032,4.587607327266596e-05,5.546856840235427e-05,0.11255216629649138,0.00018346519659303474,-0.5183031208893504,0.00015055699137733235
18.115197978254628,83.65608952046149,5.6325652622035705e-06,1939.8750433963455,0.04758349023575032,4.587607327266596e-05,5.546856840235427e-05,0.11255216629649138,0.00018346519659303474,-0.5183031208893504,0.00015055699137733235
18.115197978254628,83.6660895204615,5.6325652622035705e-06,1939.8750433963455,0.04758349023575032,4.587607327266596e-05,5.546856840235427e-05,0.11255216629649138,0.00018346519659303474,-0.5183031208893504,0.00015055699137733235
18.115197978254628,83.6760895204615,5.6325652622035705e-06,1939.8750433963455,0.04758349023575032,4.587607327266596e-05,5.546856840235427e-05,0.11255216629649138,0.00018346519659303474,-0.5183031208893504,0.00015055699137733235
